ID,Age,Gender,Education_Status,Employment_Status,Working_Week (Yearly),Industry_Status,Occupation_Status,Race,Hispanic_Origin,Martial_Status,Household_Status,Household_Summary,Citizenship,Birth_Country,Birth_Country (Father),Birth_Country (Mother),Tax_Status,Gains,Losses,Dividends,Income_Status,Income
TRAIN_00063,27,1,4,20,52,30,54,67,71,81,121,121,127,218,218,218,263,0,0,0,267,425
TRAIN_00064,38,1,9,19,44,34,56,67,71,84,119,119,127,218,218,218,264,0,0,0,268,0
TRAIN_00065,50,0,9,20,52,30,51,66,76,262,89,119,127,218,218,218,262,0,0,0,267,213
TRAIN_00066,35,0,9,20,52,61,57,66,71,81,119,119,127,218,218,218,263,0,0,35,268,1600
TRAIN_00067,28,1,4,19,52,39,51,67,71,262,90,120,127,218,218,218,262,0,0,0,267,600
TRAIN_00068,38,1,4,19,52,33,59,66,71,81,121,121,127,218,218,218,263,0,0,0,268,988
TRAIN_00069,26,0,4,19,52,43,51,66,74,262,119,119,128,267,267,267,264,0,0,0,268,700
TRAIN_00070,27,1,6,19,52,39,52,66,71,262,90,120,127,218,218,218,262,0,1876,0,267,0
TRAIN_00071,5,1,10,20,0,31,267,66,71,262,93,123,127,218,218,218,261,0,0,0,267,0
TRAIN_00072,34,0,9,19,44,37,59,66,71,81,121,121,127,218,218,218,263,0,0,0,267,1000
TRAIN_00073,31,1,9,23,52,29,52,66,71,81,121,121,127,218,218,218,263,0,0,0,268,0
TRAIN_00074,36,1,4,20,52,27,52,66,71,81,121,121,127,218,218,218,263,0,0,0,267,500
TRAIN_00075,81,1,9,20,0,31,267,66,71,81,121,121,127,218,218,218,266,0,0,0,268,0
TRAIN_00076,47,1,14,19,52,34,57,66,71,81,119,119,130,228,228,228,263,0,0,0,268,902
TRAIN_00077,25,0,4,20,52,40,62,66,71,262,97,122,127,218,218,218,262,0,0,0,267,500
TRAIN_00078,41,1,4,20,52,29,56,66,71,81,121,121,127,218,218,218,263,0,0,0,268,0
TRAIN_00079,19,0,4,20,40,30,54,66,71,262,90,120,127,218,218,218,262,0,0,0,268,500
TRAIN_00080,12,1,10,20,0,31,267,66,71,262,93,123,127,218,218,218,261,0,0,0,268,0
TRAIN_00081,64,0,4,20,52,32,57,66,71,83,89,119,127,218,218,218,262,0,0,4000,267,1570
TRAIN_00082,44,0,9,20,52,34,56,66,71,81,119,119,127,218,218,218,263,0,0,170,268,2100
TRAIN_00083,27,1,4,20,12,30,52,66,71,81,121,121,127,218,218,218,263,0,0,0,268,0
TRAIN_00084,52,0,4,19,52,32,57,66,71,81,119,119,127,218,218,218,263,15024,0,0,269,0
TRAIN_00085,22,0,9,19,42,36,52,66,71,262,90,120,127,218,218,218,262,0,0,0,268,475
TRAIN_00086,66,1,4,20,0,31,267,66,71,81,121,121,127,218,218,218,265,0,0,0,267,0
TRAIN_00087,25,0,7,20,52,34,56,66,71,81,119,119,127,218,218,218,263,0,0,0,268,700
TRAIN_00088,52,0,4,19,52,34,56,67,71,81,119,119,128,229,229,229,263,0,0,0,268,1400
TRAIN_00089,15,1,7,20,6,63,63,66,71,262,93,123,127,218,218,267,261,0,0,0,268,200
TRAIN_00090,41,0,4,20,52,34,57,66,71,81,119,119,127,218,218,218,263,0,0,10,267,1100
TRAIN_00091,35,0,15,19,52,37,59,66,71,81,119,119,127,218,218,218,263,0,0,200,269,0
TRAIN_00092,49,0,3,24,52,34,60,66,71,81,119,119,127,218,218,218,263,7688,0,20,269,1700
TRAIN_00093,15,1,2,20,5,31,267,66,73,262,93,123,128,221,221,221,261,0,0,0,268,0
TRAIN_00094,27,0,9,20,50,30,57,66,71,81,119,119,127,218,218,218,263,0,2057,0,267,575
TRAIN_00095,21,0,14,20,52,34,62,66,73,81,119,119,128,221,221,221,263,0,0,0,268,600
TRAIN_00096,26,1,5,20,52,36,60,66,71,81,121,121,127,218,218,218,263,0,0,0,268,1240
TRAIN_00097,29,1,9,19,52,30,54,66,71,81,121,121,127,218,218,218,263,0,0,0,267,750
TRAIN_00098,52,0,4,25,40,34,60,66,71,81,119,119,127,218,230,230,263,0,0,0,267,0
TRAIN_00099,82,1,9,20,0,31,267,66,71,84,89,119,127,218,218,218,261,0,0,0,268,0
TRAIN_00100,70,0,4,20,0,31,267,67,71,81,121,121,127,218,267,218,266,0,0,0,268,0
TRAIN_00101,30,1,3,20,46,39,60,66,71,83,119,119,127,218,218,218,264,0,0,0,268,1800
TRAIN_00102,11,1,10,20,0,31,267,66,71,262,93,123,127,218,218,218,261,0,0,0,268,0
TRAIN_00103,75,1,4,20,12,31,267,66,78,84,89,119,127,218,228,228,262,0,0,0,268,0
TRAIN_00104,51,0,6,20,30,43,56,66,71,81,119,119,127,218,267,218,263,0,0,0,267,500
TRAIN_00105,29,0,4,19,36,29,52,69,71,262,119,119,128,231,231,231,264,0,0,0,268,0
TRAIN_00106,13,0,10,20,0,31,267,66,71,262,93,123,127,218,218,218,261,0,0,0,268,0
TRAIN_00107,18,1,4,20,12,36,52,66,71,262,90,120,127,218,218,218,262,0,0,0,268,435
TRAIN_00108,61,0,4,20,52,45,57,66,71,81,119,119,127,218,218,218,263,0,0,0,268,0
TRAIN_00109,45,0,15,19,49,39,60,66,71,81,119,119,127,218,218,218,263,0,0,0,267,0
TRAIN_00110,43,1,14,20,52,37,51,66,73,81,121,121,128,221,221,221,263,0,0,0,267,0
TRAIN_00111,45,1,12,19,45,36,52,66,71,81,121,121,127,218,218,218,263,0,0,1000,268,725
TRAIN_00112,28,1,6,19,52,36,60,66,71,81,121,121,127,218,218,218,263,0,0,0,268,0
TRAIN_00113,33,1,4,20,52,34,54,66,71,81,121,121,127,218,218,218,263,0,0,0,267,800
TRAIN_00114,66,1,4,21,0,31,267,66,71,81,119,119,127,218,267,267,266,0,0,4146,268,0
TRAIN_00115,37,0,8,20,40,46,64,66,76,81,121,121,130,221,221,221,263,0,0,0,267,0
TRAIN_00116,54,0,4,19,52,43,54,66,71,262,89,119,127,218,218,218,262,0,0,0,268,800
TRAIN_00117,46,1,6,20,52,34,53,66,71,81,121,121,128,232,232,232,263,0,0,0,268,785
TRAIN_00118,14,1,10,20,0,31,267,66,71,262,93,123,127,218,218,218,261,0,0,0,267,0
TRAIN_00119,9,1,10,20,0,31,267,66,71,262,93,123,127,218,239,218,261,0,0,0,268,0
TRAIN_00120,54,0,4,21,0,31,267,66,71,81,121,121,127,218,218,218,263,0,0,0,267,0
TRAIN_00121,48,1,9,19,52,33,52,66,71,81,121,121,127,218,218,218,263,0,0,0,268,1063
TRAIN_00122,71,0,5,20,0,31,267,66,71,81,119,119,127,218,218,218,266,0,0,0,268,0
TRAIN_00123,80,1,4,20,52,30,52,66,71,83,98,122,127,218,218,218,262,0,0,0,267,475
TRAIN_00124,25,1,9,19,46,30,54,67,71,83,99,124,127,218,218,218,264,0,0,0,267,500
TRAIN_00125,51,1,6,19,52,41,59,66,71,81,121,121,130,232,232,232,263,0,0,0,268,2000
TRAIN_00126,32,1,6,20,52,37,60,66,71,81,121,121,127,218,218,218,263,0,0,0,268,1187
TRAIN_00127,16,1,11,20,20,63,63,66,71,262,93,123,127,218,218,218,261,0,0,0,268,435
TRAIN_00128,24,1,6,19,52,27,60,66,71,262,97,122,127,218,218,218,262,0,0,0,267,1100
TRAIN_00129,24,0,2,19,52,34,57,70,73,262,119,119,128,230,230,230,264,0,0,0,268,850
TRAIN_00130,33,1,4,20,52,42,56,69,71,81,121,121,128,233,233,233,263,0,0,0,268,450
TRAIN_00131,1,1,10,20,0,31,267,66,71,262,93,123,127,218,218,218,261,0,0,0,268,0
TRAIN_00132,37,1,4,20,52,36,52,66,71,81,121,121,127,218,218,218,263,0,0,0,268,1163
TRAIN_00133,8,1,10,20,0,31,267,66,71,262,93,123,127,218,218,218,261,0,0,0,268,0
TRAIN_00134,10,0,10,20,0,31,267,66,71,262,93,123,127,218,218,218,261,0,0,0,268,0
TRAIN_00135,20,0,11,21,0,31,267,66,71,262,89,119,127,218,218,218,261,0,0,0,268,0
TRAIN_00136,21,0,4,20,40,37,54,66,71,81,121,121,127,218,218,218,263,0,0,0,268,625
TRAIN_00137,59,0,4,20,28,27,51,66,71,81,121,121,127,218,218,218,263,0,0,0,268,500
TRAIN_00138,35,0,5,20,52,34,52,66,71,262,89,119,127,218,218,218,262,0,0,0,267,800
TRAIN_00139,36,0,6,19,52,28,51,69,71,81,119,119,128,234,238,234,263,0,1573,0,268,0
TRAIN_00140,56,1,4,21,0,31,267,66,76,81,121,121,127,218,218,218,263,0,0,0,267,0
TRAIN_00141,44,1,11,19,52,30,54,66,71,81,121,121,127,218,218,218,263,0,0,0,268,600
TRAIN_00142,6,0,10,20,0,31,267,67,71,262,93,123,127,218,218,218,261,0,0,0,267,0
TRAIN_00143,26,0,9,20,52,36,58,66,77,262,90,120,127,218,235,235,262,0,0,0,268,1000
TRAIN_00144,2,1,10,20,0,31,267,66,76,262,93,123,127,218,221,221,261,0,0,0,268,0
TRAIN_00145,44,1,5,20,52,40,52,69,71,81,121,121,130,226,226,226,263,0,0,0,268,1000
TRAIN_00146,35,1,2,19,35,34,56,66,71,81,121,121,127,218,218,218,263,0,0,0,267,800
TRAIN_00147,35,0,6,20,52,41,59,66,71,81,119,119,127,218,218,218,263,0,0,300,268,0
TRAIN_00148,28,1,7,21,0,31,267,66,71,81,119,119,127,218,218,218,263,0,2042,0,268,0
TRAIN_00149,30,0,6,20,52,35,58,66,71,81,119,119,127,218,218,218,263,0,0,6000,267,0
TRAIN_00150,44,1,6,19,52,41,60,66,71,262,119,119,127,218,218,218,264,0,0,0,267,0
TRAIN_00151,30,1,6,19,52,29,59,66,71,82,89,119,127,218,218,218,262,0,0,200,269,1584
TRAIN_00152,48,0,4,20,52,34,56,66,71,81,119,119,127,218,218,218,263,0,0,0,268,800
TRAIN_00153,38,0,4,20,52,47,57,66,71,262,89,119,127,218,218,218,262,0,0,0,267,2000
TRAIN_00154,61,0,4,20,49,34,61,66,71,81,119,119,127,218,218,218,263,0,0,0,268,700
TRAIN_00155,23,0,4,20,0,31,267,66,71,262,89,119,127,218,218,218,262,0,0,0,267,0
TRAIN_00156,21,1,4,20,0,30,54,66,71,262,96,124,127,218,218,218,261,0,0,0,268,0
TRAIN_00157,73,1,3,21,0,31,267,66,71,83,119,119,127,218,218,218,261,0,0,0,267,0
TRAIN_00158,59,0,4,23,4,34,60,66,71,81,119,119,127,218,218,218,263,0,0,0,268,5000
TRAIN_00159,33,1,4,19,52,33,60,67,71,81,121,121,127,218,218,218,263,0,0,0,268,200
TRAIN_00160,33,1,4,19,2,39,53,66,71,83,96,124,127,218,218,218,261,0,0,0,268,800
TRAIN_00161,32,1,16,23,52,39,60,66,71,81,121,121,127,218,218,267,263,0,0,0,267,725
TRAIN_00162,27,1,11,19,36,39,51,66,77,262,96,124,127,218,218,218,262,0,0,0,268,0
TRAIN_00163,1,0,10,20,0,31,267,70,71,262,100,122,127,218,218,218,261,0,0,0,268,0
TRAIN_00164,29,0,9,19,52,34,59,66,71,81,119,119,127,218,218,218,263,0,0,0,268,1000
TRAIN_00165,2,1,10,20,0,31,267,66,71,262,93,123,127,218,218,218,261,0,0,0,268,0
TRAIN_00166,7,1,10,20,0,31,267,66,71,262,93,123,127,218,218,218,261,0,0,0,268,0
TRAIN_00167,27,1,12,20,52,33,60,66,71,81,121,121,127,218,218,218,263,0,0,0,268,1672
TRAIN_00168,27,1,4,21,2,31,267,66,71,83,119,119,127,218,218,218,261,0,0,0,268,0
TRAIN_00169,27,1,4,19,0,30,54,66,71,82,119,119,127,218,218,218,261,0,0,0,268,600
TRAIN_00170,54,1,4,19,52,41,60,66,71,81,121,121,127,218,228,218,263,0,0,0,268,750
TRAIN_00171,24,1,9,19,44,30,54,67,71,262,89,119,127,218,218,218,262,0,0,0,267,0
TRAIN_00172,10,1,10,20,0,31,267,66,71,262,93,123,127,218,218,218,261,0,0,0,268,0
TRAIN_00173,67,1,4,19,52,30,54,66,71,81,121,121,127,218,218,218,266,0,0,0,268,425
TRAIN_00174,35,1,6,23,52,33,60,66,71,83,89,119,127,218,218,218,262,0,0,0,267,0
TRAIN_00175,23,0,9,20,52,30,59,67,71,262,90,120,127,218,218,218,262,0,0,0,267,700
TRAIN_00176,15,1,7,20,26,63,63,66,71,262,93,123,127,218,218,218,261,0,0,0,268,200
TRAIN_00177,62,0,2,23,52,34,57,66,71,83,89,119,127,218,218,218,262,0,0,0,267,1060
TRAIN_00178,33,0,15,20,52,39,60,66,71,81,119,119,127,218,218,218,263,0,0,159,268,0
TRAIN_00179,50,1,4,20,8,36,51,66,71,81,119,119,127,218,218,218,263,0,0,0,268,435
TRAIN_00180,3,1,10,20,0,31,267,66,71,262,93,123,127,218,218,218,261,0,0,0,268,0
TRAIN_00181,49,0,12,19,52,47,57,66,75,81,119,119,129,222,222,222,263,3464,0,0,268,0
TRAIN_00182,83,0,4,20,0,31,267,66,71,84,89,119,130,267,267,267,262,1848,0,0,268,0
TRAIN_00183,58,0,15,20,52,36,60,66,71,81,119,119,127,218,230,218,263,0,0,9000,269,0
TRAIN_00184,30,0,7,20,52,35,53,66,71,81,119,119,127,218,218,218,263,0,0,0,268,1100
TRAIN_00185,41,0,9,20,52,61,52,66,71,81,119,119,127,218,218,218,263,0,0,100,267,1289
TRAIN_00186,35,1,4,19,52,34,51,66,71,262,89,119,127,218,218,218,262,0,0,0,268,710
TRAIN_00187,16,1,11,20,24,30,51,66,71,262,93,123,127,218,218,218,262,0,0,0,267,300
TRAIN_00188,48,0,6,20,26,30,54,66,71,81,119,119,127,218,218,218,263,0,0,986,267,0
TRAIN_00189,44,1,4,20,52,33,51,66,71,81,121,121,127,218,218,218,263,0,0,0,268,0
TRAIN_00190,36,1,4,20,52,37,52,66,71,81,121,121,127,218,218,218,263,0,0,0,268,0
TRAIN_00191,54,1,4,21,0,31,267,67,71,81,121,121,127,218,218,218,263,0,0,0,268,0
TRAIN_00192,36,1,4,19,20,30,51,66,71,81,121,121,127,218,218,218,263,0,0,0,268,550
TRAIN_00193,43,1,5,19,24,37,54,66,71,83,95,120,127,218,218,218,264,0,0,0,268,0
TRAIN_00194,51,0,11,23,52,43,51,66,71,81,119,119,127,218,218,218,263,0,0,0,268,0
TRAIN_00195,8,0,10,20,0,31,267,66,71,262,93,123,127,218,218,218,261,0,0,0,268,0
TRAIN_00196,72,0,16,20,48,39,60,66,71,262,89,119,127,218,267,267,262,0,1429,4000,267,0
TRAIN_00197,14,0,10,20,0,31,267,66,71,262,93,123,127,218,218,218,261,0,0,0,268,0
TRAIN_00198,31,1,9,21,0,31,267,66,71,81,119,119,127,218,218,218,263,0,0,0,268,0
TRAIN_00199,0,1,10,20,0,31,267,70,73,262,93,123,127,218,235,218,261,0,0,0,268,0
TRAIN_00200,26,0,6,19,52,28,60,66,71,262,96,124,127,218,218,218,262,0,0,0,267,870
TRAIN_00201,32,0,9,19,52,48,57,67,71,262,90,120,127,218,218,218,262,0,0,0,268,825
TRAIN_00202,45,1,4,19,52,27,51,66,71,83,119,119,127,218,218,218,264,0,0,0,268,700
TRAIN_00203,73,1,4,20,0,31,267,66,71,81,121,121,127,218,218,218,266,0,0,0,267,0
TRAIN_00204,47,1,5,20,52,34,56,69,71,82,119,119,128,233,233,233,262,0,0,0,268,939
TRAIN_00205,47,1,4,20,52,29,56,66,71,83,119,119,127,218,218,218,264,0,0,0,268,445
TRAIN_00206,42,0,4,19,52,45,57,66,76,81,119,119,127,218,218,218,263,0,0,0,268,0
TRAIN_00207,17,1,13,21,0,31,267,67,71,262,93,123,127,218,218,218,261,0,0,0,268,0
TRAIN_00208,76,0,6,20,45,37,52,66,71,81,119,119,127,218,218,218,266,5556,0,200,269,970
TRAIN_00209,58,0,4,20,52,30,51,66,71,83,89,119,127,218,218,218,262,0,0,0,268,600
TRAIN_00210,32,0,4,20,52,34,57,66,71,81,119,119,127,218,218,218,263,0,0,0,268,1135
TRAIN_00211,28,0,4,20,52,34,56,68,71,81,119,119,127,218,218,218,263,0,0,0,267,1199
TRAIN_00212,17,0,17,19,0,42,51,66,71,262,93,123,127,218,218,218,261,0,0,300,268,425
TRAIN_00213,25,0,6,19,52,30,54,66,71,81,119,119,127,218,218,218,263,7298,0,0,268,0
TRAIN_00214,54,0,9,20,52,29,57,66,71,83,89,119,127,218,218,218,262,0,0,0,267,0
TRAIN_00215,29,1,6,19,52,30,54,70,76,262,89,119,127,218,221,218,262,0,0,0,267,0
TRAIN_00216,36,0,13,19,52,32,61,66,71,81,121,121,127,218,218,218,263,0,0,0,268,1300
TRAIN_00217,3,1,10,20,0,31,267,66,71,262,93,123,127,218,218,218,261,0,0,0,267,0
TRAIN_00218,29,0,4,20,52,34,56,66,71,81,119,119,127,218,228,228,263,0,0,0,267,650
TRAIN_00219,24,0,12,19,26,34,59,66,71,262,90,120,127,218,218,218,262,0,0,0,268,715
TRAIN_00220,48,0,9,19,52,35,58,66,71,81,119,119,127,218,218,218,263,0,1887,0,268,2000
TRAIN_00221,64,0,11,20,0,31,267,66,71,81,119,119,127,218,218,218,261,0,0,0,267,0
TRAIN_00222,46,1,9,23,15,36,59,66,71,81,121,121,127,218,218,218,263,0,0,0,268,575
TRAIN_00223,25,1,4,20,52,63,63,66,71,81,121,121,127,218,218,218,263,0,0,0,268,300
TRAIN_00224,40,1,9,19,52,30,54,69,71,81,119,119,128,226,226,226,263,0,0,0,268,750
TRAIN_00225,40,1,13,20,52,30,52,66,74,84,119,119,127,218,218,218,264,0,0,0,268,650
TRAIN_00226,28,1,6,19,52,36,60,67,71,262,89,119,131,239,218,218,262,0,0,0,267,615
TRAIN_00227,31,0,4,20,52,42,57,66,71,81,119,119,127,218,218,218,263,0,0,0,268,0
TRAIN_00228,21,0,9,19,52,34,56,66,71,262,90,120,127,218,218,218,262,0,0,0,268,500
TRAIN_00229,31,0,4,19,52,42,59,66,71,86,101,120,127,218,218,218,262,2174,0,0,267,1000
TRAIN_00230,32,1,4,23,52,61,52,66,71,81,121,121,127,218,218,218,263,0,0,0,267,0
TRAIN_00231,28,1,4,19,52,30,59,66,71,81,121,121,127,218,218,218,263,0,0,0,268,650
TRAIN_00232,60,1,9,20,52,43,52,66,71,81,121,121,127,218,218,218,265,0,0,0,268,0
TRAIN_00233,37,0,4,20,25,61,61,66,71,81,119,119,127,218,218,228,263,0,0,0,267,1865
TRAIN_00234,21,1,9,19,52,30,54,66,71,262,90,120,127,218,218,218,262,0,0,0,267,500
TRAIN_00235,46,0,9,19,52,37,54,66,71,81,121,121,128,236,236,236,263,0,0,50,268,1500
TRAIN_00236,34,1,4,19,52,30,52,66,71,81,121,121,127,218,218,218,263,0,0,0,268,1000
TRAIN_00237,17,0,13,20,40,32,57,66,71,262,93,123,127,218,218,218,262,0,0,0,268,0
TRAIN_00238,38,1,6,21,0,31,267,66,71,81,121,121,127,218,218,267,263,0,0,0,268,0
TRAIN_00239,52,1,9,20,16,40,60,66,71,81,121,121,127,218,218,218,263,0,0,175,268,400
TRAIN_00240,37,1,3,20,52,33,53,66,71,81,121,121,127,218,218,218,263,0,0,2500,268,1540
TRAIN_00241,57,0,11,20,52,28,51,66,71,262,89,119,127,218,218,218,262,0,0,0,268,575
TRAIN_00242,33,0,4,20,0,34,61,66,71,262,119,119,127,218,218,218,261,0,0,0,268,1735
TRAIN_00243,53,0,6,20,52,34,59,69,71,81,119,119,130,233,233,233,263,99999,0,875,269,0
TRAIN_00244,14,1,10,20,0,31,267,67,71,262,93,123,127,218,218,218,261,0,0,0,268,0
TRAIN_00245,38,1,9,20,52,40,51,66,71,81,121,121,127,218,218,218,263,0,0,0,268,0
TRAIN_00246,31,0,9,20,52,43,57,66,71,81,119,119,127,218,218,218,263,0,0,9,267,0
TRAIN_00247,12,0,10,20,0,31,267,66,71,262,93,123,127,218,218,218,261,0,0,0,268,0
TRAIN_00248,73,1,9,21,0,31,267,66,71,81,121,121,127,218,218,218,261,0,0,0,267,0
TRAIN_00249,57,1,8,21,0,31,267,66,75,81,119,119,129,222,222,222,261,0,0,0,268,0
TRAIN_00250,28,0,4,20,40,32,62,66,71,262,90,120,127,218,218,218,262,0,0,0,268,2000
TRAIN_00251,25,0,4,20,35,32,62,66,76,262,90,120,127,218,218,218,262,0,0,0,268,0
TRAIN_00252,10,1,10,20,0,31,267,67,71,262,93,123,127,218,218,218,261,0,0,0,268,0
TRAIN_00253,34,1,4,19,52,29,56,66,71,81,121,121,127,218,218,218,263,0,0,0,267,500
TRAIN_00254,24,0,4,19,52,30,54,66,71,262,96,124,127,218,218,218,262,0,0,0,268,475
TRAIN_00255,18,1,17,20,38,30,54,67,71,262,90,120,127,218,218,218,262,0,0,0,268,420
TRAIN_00256,53,0,4,19,52,45,57,66,71,81,119,119,127,218,218,218,263,0,0,0,268,2200
